Title,Link,Contents,Date,Summarized
3 stars listed on invite as guests at RFK Jr. birthday gala aren't attending,https://www.cbsnews.com/news/martin-sheen-dionne-warwick-andrea-bocelli-rfk-jr-birthday-fundraiser/,"The super PAC backing Robert F. Kennedy Jr.'s presidential bid, American Values 2024, announced a glitzy fundraiser gala for late January that touted Martin Sheen, who played the U.S. president on ""West Wing,"" former boxer Mike Tyson, and singers Dionne Warwick and Andrea Bocelli as guests. American Values promoted the event last week by sharing it on X, previously known as Twitter, and the Daily Mail reported the appearance of all four stars at the gala. CBS News obtained a copy of the invitation, and although it didn't include the names of the artists, the super PAC confirmed the report. But soon after the PAC's social media post appeared, Sheen said in an Instagram story, ""I do not endorse RFK Jr. nor I will I be attending his party."" Sheen, who played fictional President and former New Hampshire Gov. Josiah Bartlett in the award-winning show, added that he's ""whole heartedly supporting Joe Biden and the Democratic ticket for 2024."" The fundraiser, hosted by American Values 2024 and another PAC supporting Kennedy, will celebrate the independent candidate's 70th birthday at a gala scheduled for the eve of the New Hampshire primary, on Jan. 22, in Indian Wells, California. Bradley Whitford, who played Sheen's White House deputy chief of staff in the TV series, reiterated on X that Sheen is not supporting Kennedy. ""There's a story going around saying that Martin Sheen is supporting @RobertKennedyJr for president. The story is incorrect,"" Whitford said on X. Warwick called the PAC's announcement ""absolutely ridiculous"" and said she was unaware of the event. ""I don't know anything about this event. I did not agree to it and I certainly won't be there,"" Warwick said on X. ""If you are going to lie on my name, at least lie about something cool,"" she added. A representative for Bocelli toldRolling Stonehe is not performing at the gala and that he won't even be in the U.S. this month. In a statement sent to CBS News, the Kennedy campaign says it does not have ""anything to do with organizing this event."" ""The campaign has no knowledge of who is attending and can't confirm or deny anyone's participation, either as entertainment or as a guest,"" Kennedy press secretary Stefanie Spear told CBS News. American Values 2024 has not responded to a request for comment. It's not yet known whether actor and former boxer Mike Tyson will be attending the event. Cristina Corujo is a digital journalist covering politics at CBS News. Cristina previously worked at ABC News Digital producing video content and writing stories for its website. Her work can also be found in the Washington Post, NBC and NY1.",2024-01-05,"The Kennedy campaign says it does not have ""anything to do with organizing this event"" American Values 2024 promoted the event last week by sharing it on X, previously known as Twitter. Sheen said in an Instagram story, ""I do not endorse RFK Jr. nor I will I be"
"Haley says she ""should have said slavery"" in Civil War answer",https://www.cbsnews.com/news/nikki-haley-slavery-civil-war-pardoning-trump-iowa/,"GOP presidential candidate Nikki Haley says now that she should have mentioned slavery when she was asked about the cause of the Civil War last week. At a CNN town hall in Iowa Thursday, days before Iowans caucus in the first GOP presidential nominating contest, Haley told moderator Erin Burnett, ""I should have said slavery, but in my mind, that's a given that everybody associates the Civil War with slavery."" The former South Carolina governor was asked by Burnett to respond to opponent Chris Christie's criticism that her answer stemmed not from being ""dumb or racist,"" but from an unwillingness to offend anyone by telling the truth. When she was asked last Wednesday in New Hampshire what caused the Civil War, Haley responded that she thought the cause ""was basically how government was going to run, the freedoms, and what people could and couldn't do."" Democrats and Republicans like Christie were quick to seize upon her response. At Thursday's town hall, Haley went on to say that growing up in the South, slavery is a ""very talked about thing"" and in her response in New Hampshire, ""I was thinking past slavery, and talking about the lesson that we would learn going forward. I shouldn't have done that."" In addition to her previous remarks on slavery, Haley also expanded on why she'd pardon former President Trump if he's convicted of federal crimes and she's elected president. One Iowa voter asked her to explain why she'd pardon Trump, even though he's associated with chaos in the country. Haley, noting that he'd have to be found guilty first, said it would be better for the country. ""It's about what's in the best interest for the country, and I don't think our country will move forward with an 80-year-old president sitting in jail,"" she said. ""That allows our country to continue to be divided."" She went on to say the country has to move on past that in order to ""get out of the chaos."" In the wake of the school shooting that unfolded Thursday morning in Perry, Iowa, killing a sixth-grade student and injuring 5 others, Haley promised to address the nation's mental health crisis upon taking office. ""We have got to deal with the cancer that is mental health."" Haley says she does not favor more firearms restrictions. ""We could go and take away a certain kind of gun today and that would make you feel better today,"" Haley said Thursday. ""But a week from now there'd be another shooting."" Haley blames insufficient mental health care for gun violence and has called for more therapists and mental health centers nationwide, and she also supports more protective measures for schools, securing them ""the same way we secure our airports and our courthouses."" Haley has also been criticized for a joke she made during a campaign stop earlier this week in Milford, New Hampshire, when she told an audience of roughly 700 voters, ""You know, Iowa starts it; you know that you correct it."" She was calling for their support during the state's primary, which follows soon after the Iowa caucuses.  GOP presidential opponent Ron DeSantis immediately pounced, calling Haley ""incredibly disrespectful to Iowans to say somehow their votes need to be corrected."" The Florida governor, who was being interviewed on a radio show Thursday, added, ""I think she's trying to provide an excuse for her not doing well."" Haley's comments even got a rise out of Iowa Gov. Kim Reynolds, who took to ""X"" to tweet, ""I trust Iowans to make their own decisions. No 'corrections' needed!"" Iowans booed Haley on this topic Thursday night at the town hall, but she defended her remarks, saying, ""I don't live, eat and breathe politics all the time. I like to have fun, too.""  Nidia Cavazos is a 2024 campaign reporter for CBS News.",2024-01-05,"Florida Gov. Nikki Haley has been criticized for her comments on the Civil War. She said last week that she thought the cause was ""government, the freedoms, and what people could and couldn't do"" At a CNN town hall in Iowa, she said she should have said slavery."
Identifying severe flu symptoms in children,https://www.cbsnews.com/video/how-to-identify-severe-flu-symptoms-in-children/,,2024-01-05,
Is a plant-based diet really healthier? Experts weigh in.,https://www.cbsnews.com/news/plant-based-diet-healthier-experts/,"New year, new you? Your nutrition can help you not only look but feel better — and experts point to plant-based diets as a health-forward option for 2024 and beyond. ""Low carbohydrate diets do tend to promote weight loss, but the nutritional value of the diet still really matters. So what you want to be doing is looking for diets that are high in protein and fiber, but you want to be getting those nutrients from plant-based foods more than meat based foods,"" says Dr. Céline Gounder, a CBS News medical contributor and editor-at-large for public health at KFF Health News. ""When you make those adjustments to your diet, we do see a greater weight loss."" Vegan diets aren't the only way to eat plant-based. TheMediterranean diet, for example — which as made headlines for its health benefits — also focuses on whole, plant ingredients. Patterned on the traditional cuisines of the region, the diet emphasizes fresh fruits and vegetables, fish, legumes, nuts and whole grains. ""This is basically a low carbohydrate diet that's also low in animal fats and proteins,"" Gounder said. ""You're going to have a lot of fish, beans, lentils, whole grains, fruits and vegetables."" She also noted the foods tend to be healthier when flavored with herbs and spices as opposed to salt. In terms of protein, Gounder suggests looking towards more plant-based proteins like beans and lentils as opposed to red meat. And she offered a word of caution about some meat alternatives made with processed plant proteins. ""Things like plant based burgers, for example, are getting more and more popular. They are very high protein, but they may also be high in saturated fats,"" she explains. ""Some of them do have this long list of ultra-processed ingredients, so they may not always be so great for you."" If you are looking for a meat alternative, she suggests looking at the list of ingredients. ""Maybe something like a very simple black bean burger as opposed to some of the other alternatives,"" she suggests. ""If you can't pronounce the words in the list of ingredients, it's probably ultra-processed."" In general, ultra-processed foods are better avoided, nutrition experts say. ""You do see an increased risk in high blood pressure, diabetes, cardiovascular disease, stroke, even depression with these ultra-processed foods,"" Gounder adds. Experts also point to plant-based diets as a vital component in supporting gut health. Dr. Aditya Sreenivasan, a gastroenterologist atLenox Hill Hospital, said the advice is basically simple: ""It's just a matter of quote-unquote 'being healthier' and eating a quote-unquote 'healthy' diet,"" he recently told CBS News. But he admits that it can be ""hard to to meet these criteria, especially living in this country."" What exactly does this way of eating look like? Focus on whole plant foods, Dr. Shilpa Ravella, transplant gastroenterologist and assistant professor of medicine at Columbia University, previously told CBS News. ""Whole plant foods are incredibly important for gut health because they provide fiber for our gut microbes, and fiber is the most important nutrient for those gut microbes,"" Ravella says. Despite theimportance of fiberin our diets, only about5% of Americansmeet the recommended daily amounts. ""In this country we unfortunately have a fiber deficiency,"" she says. ""We need to go beyond those recommended daily amounts for optimal gut health."" Sara Moniuszko is a health and lifestyle reporter at CBSNews.com. Previously, she wrote for USA Today, where she was selected to help launch the newspaper's wellness vertical. She now covers breaking and trending news for CBS News' HealthWatch.",2024-01-05,"The Mediterranean diet focuses on whole, plant ingredients. Ultra-processed foods are better avoided, nutrition experts say. ""We need to go beyond those recommended daily amounts for optimal gut health"""
Video helps researchers link seizures to sudden unexplained child deaths,https://www.cbsnews.com/news/seizures-cause-sudden-unexplained-death-in-children-study-video/,"Seizures during sleep may be responsible for some sudden deaths in young children, according to researchers from NYU Langone Health who used home monitoring video donated by families of seven toddlers who died to analyze what may have caused it. Sudden unexplained death in childhood, or SUDC, is estimated to claim over 400 lives a year in the U.S., mostly during sleep. Just over half of those cases, about 250 deaths a year, are in 1- to 4-year-olds. The findings, published in the journal Neurology Thursday, show five of the seven toddlers died shortly after movements that a team of specialists deemed to be a brief seizure. The seizures lasted less than 60 seconds and occurred within 30 minutes prior to each child's death, the authors report. The two remaining recordings weren't nonstop like the other five and instead were triggered by sound or motion, turning on and off. One suggested muscle convulsion, a sign of seizure. ""Our study, although small, offers the first direct evidence that seizures may be responsible for some sudden deaths in children, which are usually unwitnessed during sleep,"" study lead investigator Laura Gould, a research assistant professor at NYU Langone, said in anews release. Dr. Orrin Devinsky, study senior investigator and neurologist, added that the findings show seizures are ""much more common than patients' medical histories suggest."" ""Further research is needed to determine if seizures are frequent occurrences in sleep-related deaths in toddlers, and potentially in infants, older children, and adults,"" he said. Is there anything parents can do to prevent this? CBS News chief medical correspondent Dr. Jon LaPook, who also works at NYU Langone but was not involved in the study, said there are no obvious warning signs — but parents can be aware of febrile seizures, or a convulsion caused by a fever. ""One little clue is there is an increased risk of febrile seizures — that's the seizures associated with fever in children — who then go on to have this unexplained death between the ages of 1 and 4,"" he said on ""CBS Mornings."" ""Now, it's very important to say... 3% of children have febrile seizures, and the vast majority, Dr. Devinsky just told me, go on to do perfectly well. So put this in perspective."" One toddler in the study had a documented history of febrile seizures, but all the children revealed no definitive cause of death after undergoing an autopsy. ""Of course parents are concerned,"" LaPook said, but he emphasized these cases are ""very rare."" Gould told theAssociated Pressshe doesn't want families to be scared by the new findings either. She said she hopes future research can help determine the difference between the rare cases that result in death and kids who are fine after an occasional seizure. ""If we can figure out the children at risk, maybe we can change their outcome,"" she told the news agency. Sara Moniuszko is a health and lifestyle reporter at CBSNews.com. Previously, she wrote for USA Today, where she was selected to help launch the newspaper's wellness vertical. She now covers breaking and trending news for CBS News' HealthWatch.",2024-01-05,Study: Seizures during sleep may be responsible for some sudden deaths in young children. Researchers used home monitoring video donated by families of seven toddlers who died. Five of the seven toddlers died shortly after movements a team of specialists deemed to be a brief seizure.
FDA gives Florida green light to import drugs in bulk from Canada,https://www.cbsnews.com/news/florida-canada-fda-pharmaceutical-imports-approval/,"For the first time, the U.S. Food and Drug Administration has authorized a Florida program to import certain prescription drugs in bulk from Canada. The approval paves the way for other states to request permission to import medications from Canada, where drug prices are much cheaper, to significantly cut costs for American consumers. Floria's proposal specifies a number of drug classes, including medications for asthma; chronic obstructive pulmonary disease, or COPD; diabetes; HIV and AIDS; and mental illness. The medications would be only for certain people, including foster children, prison inmates, certain elderly patients and, eventually, Medicaid recipients. Republican Gov. Ron DeSantis signed the plan into law in 2019, but it required federal review and approval by the FDA, which controls prescription drug imports. President Joe Biden has backed such programs as a way to lower prices, signing an executive order in 2021 that directed the FDA to work with states on imports. DeSantis celebrated the FDA's move Friday, saying that the program will save the save up to $180 million in its first year alone by brining lower cost drugs to Floridians. ""After years of federal bureaucrats dragging their feet, Florida will now be able to import low-cost, life-saving prescription drugs,"" DeSantis said. ""It's about time that the FDA put patients over politics and the interests of Floridians over Big Pharma."" The state of Florida asserts that some medications are so costly — priced at nearly $400 per pill — that its health care budget is strained. On average, American drug costs are 218% of prices in Canada.  Florida has estimated that the program could save it up to $150 million annually. The FDA authorized the state's importation program for two years once the agency is notified of the first shipment of drugs ordered from Canada. State officials must first test the drugs to make sure they're authentic and relabel them so that they comply with U.S. standards. Florida's Agency for Health Care Administration, which oversees Medicaid in the state, will be required to provide the FDA with a quarterly report that includes information about any imported drugs, cost savings, and potential safety and quality issues. ""These proposals must demonstrate the programs would result in significant cost savings to consumers without adding risk of exposure to unsafe or ineffective drugs,"" FDA Commissioner Dr. Robert Califf said in a statement. U.S. pharmaceutical industry lobbyists have long opposed bulk importation programs and are expected to try to block the Florida program's implementation. The Pharmaceutical Research and Manufacturers of America (PhRMA), the main drug industry lobbying group in the U.S., said in a statement Friday that it strongly opposes the FDA's decision. ""We are deeply concerned with the FDA's reckless decision to approve Florida's state importation plan,"" PhRMA President and CEO Stephen J. Ubl said. ""Ensuring patients have access to needed medicines is critical, but the importation of unapproved medicines, whether from Canada or elsewhere in the world, poses a serious danger to public health."" He added that ""PhRMA is considering all options for preventing this policy from harming patients."" Another advocacy group, the Partnership for Safe Medicines, which protects consumers against counterfeit and other unsafe prescription drugs, is also staunchly opposed to the FDA's move, arguing that it will put American consumers' health at risk. ""The United States government's decision to approve Florida's Canadian drug importation plan weakens our nation's safe drug supply, putting American patients at risk,"" Shabbir Safdar, the group's executive director, said in a statement Friday. ""This decision breaks our closed loop system and opens the door to counterfeiters and others who will be more than happy to meet demand."" —The Associated Press contributed to this report. Megan Cerullo is a New York-based reporter for CBS MoneyWatch covering small business, workplace, health care, consumer spending and personal finance topics. She regularly appears on CBS News streaming to discuss her reporting.",2024-01-05,"The FDA has authorized a Florida program to import certain prescription drugs in bulk from Canada. The approval paves the way for other states to request permission to import medications from Canada, where drug prices are cheaper."
Study links seizures to sudden death in kids,https://www.cbsnews.com/video/new-study-using-crib-monitors-link-seizures-to-some-sudden-unexplained-deaths-in-children/,,2024-01-05,
MLB star Wander Franco can leave Dominican Republic amid exploitation allegations,https://www.cbsnews.com/news/wander-franco-tampa-bay-rays-sexual-exploitation-allegations/,"A Dominican judge on Friday ordered the conditional release of Tampa Bay Rays shortstop Wander Franco while he is investigated for allegations he had a brief relationship with a 14-year-old girl and gave her mother a small car and thousands of dollars in exchange for her consent, according to court documents obtained by The Associated Press. The judge said Franco is allowed to leave the Dominican Republic but must return once a month to meet with authorities. Franco, who was expected to be released early Saturday, did not speak to reporters after the hearing ended. The 22-year-old All-Star is accused of commercial sexual exploitation and money laundering. The girl's 35-year-old mother faces the same charges as Franco. The AP is not naming the woman in order to preserve her daughter's privacy. Franco, who was detained Monday in the northern province of Puerto Plata, hasn't been charged with any crimes. The judge has received a nearly 600-page document detailing the evidence that prosecutors gathered during a monthslong investigation. The athlete's lawyers have not commented other than saying that Franco was ""doing fine."" Prosecutors said the investigation began after they received an anonymous tip in July 2023 stemming from someone who saw a media post alluding to the relationship. The AP has not been able to verify the reported post. Authorities accuse Franco of taking the minor away from her home in Puerto Plata in December 2022 and having a four-month relationship with her with consent from the girl's mother. They accuse Franco of sending the mother monthly payments of $1,700 for seven months and buying her a car ""in order to allow the relationship and let her go out with him wherever she wanted,"" according to the document, which quoted the girl. The girl also was quoted as saying that she had demanded for a local digital media site to publish an item about her alleged relationship with the baseball player because she was ""tired"" of her mother, whom she accused of taking Franco's money and not sharing any of it with her. Days later, Franco published a live video alleging it was a scheme to extort money from him, the document stated. In September 2023, authorities raided the home of the girl's mother and seized 800,000 Dominican pesos ($13,700), as well as $68,500 they said was found hidden behind a frame. Another seizure at a different home found a guarantee certificate from a local bank for 2.1 million Dominican pesos ($36,000) that they said was delivered by Franco for the ""commercial and sexual exploitation"" of the girl. In addition, they seized a Suzuki Swift worth $26,600, according to the document. Authorities noted that days before the car was bought, the teenager's mother had the equivalent of $821 in her bank account. The mother also bought property in Puerto Plata worth $36,000, they said. Authorities also state that Franco's mother had sent money to the girl's mother, but she has not been charged in the case even though they said she got involved ""to avoid traces of her son with the accused."" Franco arrived at a court in Puerto Plata on Friday morning and remained silent while being escorted through a group of journalists who peppered with him questions. The girl's mother, who works at a local bank and was wearing sunglasses, also declined comment as she was escorted to a courtroom. Outside, a small group of young Dominican players donned in baseball attire gathered to support Franco, carrying posters that read, ""Free Franco,"" and ""We all are Franco."" Franco was having an All-Star season before being sidelined in August, when authorities in the Dominican Republic began investigating claims he had been in a relationship with a minor. Major League Baseball launched its own investigation, placing Franco on the restricted list on Aug. 14 before moving him to administrative leave on Aug. 22. Both investigations are ongoing. Franco signed a $182 million, 11-year contract in 2021. His salary last year and this year is $2 million per season.",2024-01-05,A Dominican judge orders the conditional release of Tampa Bay Rays shortstop Wander Franco. He is being investigated for allegations he had a brief relationship with a 14-year-old girl. Authorities say he gave her mother a small car and thousands of dollars in exchange for her consent.
Israeli defense minister lays out vision for post-war Gaza,https://www.cbsnews.com/news/israeli-gaza-gallant-plan-post-war-hamas/,"Israeli Defense Minister Yoav Gallant on Thursday laid out a four-pronged plan for how Gaza could be governed after the war. While it is the first time a senior Israeli official has laid out such a vision, it does not represent official policy. Under the plan, Hamas would no longer control Gaza. Israel would maintain military operational freedom, but there would be no Israeli civilian presence there. The plan suggests that a U.S.-led international task force would be responsible for rebuilding Gaza. It says local Palestinian bodies would control civil affairs, and there would be roles for Egypt and other moderate Arab states. The plan does not mention the Palestinian Authority, the body that has powers in the occupied West Bank. Gallant said that the plan depended on Hamas no longer posing a security threat to Israel or Israeli citizens. The plan angered at least one member of Israel's far-right, ultranationalist coalition government, Finance Minister Bezalel Smotrich. ""Gallant's 'day after' plan is a rerun of the 'day before' October 7. The solution for Gaza requires out-of-the-box thinking and a changed conception,"" Smotrich said, according to the Times of Israel newspaper. Smotrich and ultra-nationalist National Security Minister Itamar Ben-Gvir have been advocating for the relocation of Palestinians from Gaza, provoking rebuke from the United States. ""The rhetoric that we have seen from those two individuals was inflammatory, it was irresponsible and it was in direct contradiction of the policy of the government of Israel that has been repeatedly articulated to us, including by the prime minister himself,"" State Department spokesperson Matthew Miller said in a briefing Wednesday. ""We have been told that those statements do not reflect the policy of the government of Israel. We believe that is the correct decision. The secretary [Antony Blinken] has made very clear on a number of occasions that there must be no forced resettlement of Palestinians from Gaza, that Gaza is Palestinian land and should remain."" Israeli Prime Minister Benjamin Netanyahu has so far not made any detailed comments about his vision for Gaza after the war. Fighting continues in Gaza, with the Hamas-run ministry of health saying dozens of people were killed in the last 24 hours. A health ministry official said that Israel had conducted airstrikes is al-Mawasi, an area designated safe by the Israel Defense Forces, and killed 14 people, CBS partner network BBC News reported. Over 22,400 Palestinians have been killed in Gaza since the start of the war, according to the Hamas-run ministry. The ministry does not distinguish between civilians and combatants. About 1,200 people, mainly civilians, were killed in Hamas' brutal terrorist attack on southern Israel on Oct. 7, and around 240 people were taken hostage. At least 170 IDF soldiers have been killed in the war since it began. And tensions continued to boil on other fronts. Hezbollah leader Hassan Nasrallah said a response to the killing of Hamas official Saleh Al-Arouri in Beirut on Tuesday was ""inevitably coming."" ""We cannot remain silent on a violation of this magnitude because it means the whole of Lebanon would be exposed,"" Nasrallah said in a televised speech, according to the AFP news agency. Nasrallah said that since the killing of Al-Arouri, Hezbollah fighters have carried out 670 operations and targeted 48 Israeli border positions and 11 rear bases, AFP reported. There have been exchanges of fire between Israel and Hezbollah militants in Lebanon since the war began, sparking fears that the conflict could open up on another front. At least 175 people have been killed in Lebanon, including 129 Hezbollah fighters. In northern Israel, at least nine soldiers and four civilians have been killed, and thousands have been evacuated from their homes in border communities. Haley Ott is cbsnews.com's foreign reporter, based in the CBS News London bureau. Haley joined the cbsnews.com team in 2018, prior to which she worked for outlets including Al Jazeera, Monocle, and Vice News.",2024-01-05,"Israeli Defense Minister Yoav Gallant lays out a four-pronged plan for how Gaza could be governed after the war. He says local Palestinian bodies would control civil affairs, and there would be roles for Egypt and other moderate Arab states."
Englishman builds wall around home after years of flooding,https://www.cbsnews.com/news/englishmans-home-has-flooded-nearly-a-dozen-times-in-7-years-he-built-a-wall-nick-lupton/,"Nick Lupton's riverside home in Worcester, England, has been flooded nearly a dozen times in just seven years. To stop it, he built a massive wall that surrounds his home. Lupton and his wife, Annie, have lived near the River Severn in a 17th-century house on property worth more than $765,000, according to local news outlet Gloucestershire Live. And since 2016, their one acre of land and home has flooded 11 times, Lupton told multiple news agencies. Exhausted by the multiple clean-ups they have had to do over the years, Lupton and his wife spent spent months building a wall to protect their home in the high-risk flood zone, he told CBS News partner BBC. ""After we had, I think it was nine floods, before we decided to build a wall,"" Lupton told Reuters. ""And the wall is really there to make our lives easier, but also to protect the house long term. Having flood water up to the walls of a house is never going to be good."" They finished the wall mid-September, and when it was put to the test a month later by a flood, Lupton said it stood up to the challenge – and continues to do so. ""Thankfully it did what it was supposed to do. It passed the test,"" he said, adding that it also helped prevent damage when it was tested again this week. ""... It's been a very good test in many ways because it's one of the highest floods we've ever had."" There are hundreds of flooding alerts across England as of Friday afternoon local time, including more than 250 warnings that flooding is expected, and nearly 270 more saying flooding is possible. The U.K.'s Met Office has warned that the River Severn is expected to have flooding impacts through at least Friday and Saturday, although it could continue for ""several days"" in some parts. Of the 30 measuring stations across the river, 18 recorded ""high"" levels on Friday, with the measuring station in Worcester recording a height of 18.2 feet and rising as of 4:30 p.m. local time on Friday – just shy of the all-time station record of 18.99 feet recorded in 2020. The normal range of water levels at this location is between 1.8 and 11 feet. Lupton believes there are ""a lot of factors"" playing into the flooding at his home – including climate change. Winters in the United Kingdom are ""projected to become warmer and wetter on average,"" the Met Office says on its website, adding that within 50 years, winter will be up to 4.5 degrees Celsius warmer and up to 30% wetter. ""Heavy rainfall is also more likely,"" the office says. ""Since 1998, the UK has seen six of the ten wettest years on record. The winter storms in 2015 were at least 40% more likely because of climate change. ... Parts of the U.K. will be in danger of flooding, with low lying and coastal cities at particular risk."" Li Cohen is a social media producer and trending content writer for CBS News.",2024-01-05,"Since 2016, Lupton's one acre of land and home has flooded 11 times. Lupton and his wife spent months building a wall to protect their home in the high-risk flood zone."
Carrefour pulls Doritos and other PepsiCo products from shelves,https://www.cbsnews.com/news/europe-pepsi-doritos-pepsico-carrefour-removal/,"Global supermarket chain Carrefour will stop selling PepsiCo products in it stores in France, Belgium, Spain and Italy over price increases for popular items like Doritos, Lay's potato chips, Quaker Oats, Lipton tea and its namesake soda. The French grocery chain said it pulled PepsiCo products from shelves in France on Thursday and added small signs in stores that say, ""We no longer sell this brand due to unacceptable price increases.""  The ban also will extend to Belgium, Spain and Italy, but Carrefour, which has 12,225 stores in more than 30 countries, didn't say when it would take effect in those three countries. PepsiCo said in a statement that it has ""been in discussion with Carrefour for many months and we will continue to engage in good faith in order to try to ensure that our products are available."" The company behind Cheetos, Mountain Dew and Rice-A-Roni has raised prices by double-digit percentages for seven straight quarters, most recently hiking by 11% in the July-to-September period. Its profits are up, though higher prices have dragged down sales as people trade down to cheaper stores. PepsiCo also has said it's been shrinking package sizes to meet consumer demand for convenience and portion control. Many food producers opted to shrink packaging while charging the same amount —a strategy known as ""shrinkflation""— after supply-chain shocks related to COVID-19 affected many parts of the food chain, contributing to the rising price of everything from berries to corn. Still, some of the world's largest retailers have been accused of usingsoaring inflation ratesas an excuse to raise prices and rake in billions of dollars in additional profit. Late in 2021, the FTClaunched an investigationinto the profit margins of major retailers and consumer-goods companies, including Amazon, Kroger, Walmart, Kraft Heinz and Procter and Gamble. PepsiCo, based in Purchase, New York, said price increases should ease and largely align with inflation, which has fallen considerably worldwide since crunched supply chains during the COVID-19 pandemic and then Russia's war in Ukraine sent prices surging. However, the 20 European Union countries that use the euro currency saw consumer prices rise to 2.9% in December from a year earlier, rebounding after seven straight monthly declines, according to numbers released Friday.  Prices for food and non-alcoholic drinks have eased from a painful 17.5% in the 20-country euro area in March but were still up by 6.9% in November from a year earlier. PepsiCo has pointed to higher costs for grain and cooking oil for its rising prices. Those costs surged following Russia's invasion in Ukraine and are still being felt by families at supermarkets. But prices for food commodities like grain that are traded on global markets fell considerably last year from record highs in 2022. The U.N. Food and Agriculture Organization said Friday that its food price index was 13.7% lower in 2023 than the year before, with only its measure of sugar prices growing in that time.",2024-01-05,PepsiCo says price increases should ease and largely align with inflation. The U.N. Food and Agriculture Organization says its food price index was 13.7% lower in 2023 than the year before.
Christopher Nolan heard Peloton instructor rant about his movie,https://www.cbsnews.com/news/peloton-instructor-insulted-christopher-nolan-director-tenet-jenn-sherman/,"A Peloton instructor took time during a class to air her grievances about the movie ""Tenet"" — and the director of the film, Christopher Nolan, happened to take that class. Jenn Sherman, an instructor who leads virtual workout classes for Peloton that can be taken live or on demand, played a song from ""Tenet"" during a cycling class in 2020. She asked the people at home streaming the class if they had seen the move. ""Did anybody see this besides me?"" she asked. ""Because I need a manual. Someone's got to explain this. I'm not kidding."" She kept ranting about the movie, a science fiction written and directed by Nolan. Nolan, 53, has received four Oscar nominations for his movies ""Memento,"" ""Inception,"" and ""Dunkirk,"" and he is also the director behind ""The Dark Knight"" trilogy and this year's ""Oppenheimer,"" a blockbuster that is receiving Oscar buzz. But Sherman was not impressed with ""Tenet."" ""That's two and a half hours of my life that I want back. I want it back,"" she said as she continued to lead the virtual class. Unbeknownst to her, Nolan took that class and heard her comments about his film. But that twist didn't come out until recently, when the director was accepting an award and decided to harken back to the time he was insulted during a Peloton workout. ""I was on my Peloton doing a high interval, some s***, I was gasping, dying, and the instructor started talking about one of my films,"" Nolan said while accepting the New York Film Critics Circle Award for best director for ""Oppenheimer."" He recounted what Sherman said about ""Tenet,"" and joked about the harsh criticism. ""When [film critic] Rex Reed takes a s*** on your film, he doesn't ask you to work out more with him,"" Nolan joked. The quip made headlines — and Sherman knew he was talking about her. So she went on Instagram and issued an apology for her 2020 rant. ""This is a huge day for me, when I come to find out Christopher Nolan — one of the leading filmmakers of the 21st century — knows who the hell I am,"" she said in an Instagram video. ""I was excited. And then I read the article."" ""Listen, it was 2020, it was a dark time,"" she said, adding that she is known to run her mouthand was just making a random comment about a movie she had seen. ""What do you think the odds are that the director of said movie would take that ride some four years later. Yeah. That would only happen to me."" ""I may not have understood a minute of what was going on in 'Tenet,'"" she said. ""But I have seen 'Oppenheimer' twice and that's six hours of my life that I don't ever want to give back. So, Mr. Nolan, I'm inviting you to come take a ride with me at Peloton studio. You can critique my class, we'll have a great time, you'll sit in the front row and I promise you, it will be insult-free."" Caitlin O'Kane is a digital content producer covering trending stories for CBS News and its good news brand, The Uplift.",2024-01-05,"""I was gasping, dying, and the instructor started talking about one of my films,"" Nolan said. ""I may not have understood a minute of what was going on in 'Tenet,'"" she said."
