Title,Link,Contents,Date,Summarized
"When to take your Christmas tree down, and how to dispose of it",https://www.cbsnews.com/news/when-to-take-your-christmas-tree-down-and-how-to-dispose/,"Have you taken down your Christmas tree yet? Chances are you haven't. Whether you chose to decorate a natural or artificial tree this year, you're probably still admiring the sight of it in your living room, and in no immediate rush to part with the warm, magical feeling it brings. Of the approximately 94 million U.S. households that display a Christmas tree, fewer than 20% take down their Christmas tree in December, according to polls by online sources like Bob Vila and Architectural Digest. Still, unless you live in the North Pole and work for a man named Kris Kringle, you'll probably want to take down your Christmas tree sometime before the end of January. Most Americans do, according to an Opendoor.com survey which found that 84% of respondents said they took down their Christmas decorations in January, with 51% aiming for New Year's Day or thereafter. When exactly should you take your Christmas tree down? The answer for the most part depends on the type of tree you have, your religious beliefs and where you live. Here are guidelines on when to box up or throw out your Christmas tree, along with tree recycling and disposal options. For those who have an artificial tree, the decision of when to take your Christmas tree down depends on personal preference. But there are traditional timelines you can follow to keep from procrastinating. The Epiphany on January 6, is when many religiously observant Christians choose to take down their Christmas tree. Theholy day commemorating the biblical story of the arrival of the three wise men bearing gifts, marks the end of the Christmas season. Owners of real trees also have safety concerns and local recycling dates to bear in mind when deciding when to take down their Christmas tree. ""A dry tree will have brown needles visible in patches on the tree and will shed needles easily when touched. The small branches will also be brittle and break when bent,"" Tim O'Connor, executive director of the National Christmas Tree Association, said in an email to CBS MoneyWatch. Dry trees should be promptly removed from the home, according to the National Fire Protection Association. The dryer they become, the more flammable they are, warns the association, which is why natural Christmas trees should never be placed near fireplaces, stoves or candles. ""Christmas trees do not start fires,"" O'Connor said. ""Fires are started by a heat source or electrical spark, [so] be sure your tree is not exposed to a potential source of fire."" While rare, Christmas tree fires can escalate rapidly, warns the NFPA on its website. Between 2017-2021, U.S. fire departments responded to an annual average of 150 Christmas tree fires in homes, NFPA figures figures show. Of those 150 fires, two in five involved some kind of lighting or electrical component. Candles, a common fire starter, caused 8% of Christmas tree fires. You can download a Christmas tree safety tip sheet from the NFPA here. When disposed of responsibly, a real Christmas tree can be a gift that keeps on giving. The same evergreen that filled your home with holiday cheer and the scent of pine is a renewable resource that can be turned into mulch orcompost, the former being the most popular way of recycling Christmas trees. Many cities and towns offer Christmas tree recycling services including curbside pick-up or drop-off locations where trees and wreaths are put into a wood chipper and turned into mulch. Make sure to remove every last wire hook and strand of tinsel before taking part in any tree recycling services. Aside from recycling and mulching, another use for old Christmas trees is in your backyard, where they can provide shelter for birds, squirrels and other backyard critters during wintertime. Cut boughs and limbs can be used to shelter plants from cold frosts. Some online sites recommend feeding your old Christmas tree to goats, pigs and other livestock. Others caution against the idea, however, noting that pesticides and chemicals commonly injected into and sprayed onto farmed Christmas trees make them unsuitable for use as food for animals. Old Christmas trees are also used as protective barriers againsterosion. If you live in a coastal town, try doing a quick online search into local conservation organizations that might be interested in your old Christmas tree. Most importantly, never burn a Christmas tree in an indoor fireplace or wood-burning stove. ""The sap that is still in the wood would create issues in a fireplace or stove ... chimney or vent stack where sap could collect,"" according to O'Connor. Nor should you burn your Christmas tree in an outdoor fire pit, according to several commercial retailers of outdoor stoves. This is not only because Christmas trees hold a lot of sap and moisture and will create a lot of smoke, but because coniferous tree needles contain nitrogen and terpenes, a substance that is highly toxic when burned. Burning your old Christmas tree will also release all of its stored carbon into the atmosphere, according to a 2020reporton Christmas trees from North Dakota State University. What's the worst way to dispose of your Christmas tree? Leaving it on the curb for the garbage collector to pick up and most likely dump in a landfill. ""Materials buried in landfills will break down into methane, which is a greenhouse gas more harmful than carbon dioxide,"" Tom Kalb, extension horticulturist at North Dakota State University, states in his report.",2023-12-28,Fewer than 20% of U.S. households take down their Christmas tree in December. The same evergreen that filled your home with holiday cheer is a renewable resource that can be turned into mulch or compost. Many cities and towns offer Christmas tree recycling services.
U.S. court lets fake Squishmallows case against China's Alibaba proceed,https://www.cbsnews.com/news/fake-squishmallows-case-against-chinas-alibaba-us-court-oks/,"A federal judge in New York has ruled that Alibaba must face a lawsuit by a U.S. toymaker alleging that the Chinese ecommerce giant's online platforms were used to sell counterfeit Squishmallows.   Judge Jesse Furman of the Southern District Court of New York refused Alibaba's request to dismiss the case filed by Kelly Toys Holdings, which makes the popular plush toys. Kelly Toys is owned by Jazwares, a toy company whose parent company Alleghany Corp. is controlled by billionaire Warren Buffett's Berkshire Hathaway.   There was no immediate comment by Alibaba, China's biggest ecommerce company. Among other things, Alibaba based its motion to dismiss on how it was named in the lawsuit as Alibaba.com instead of its formal corporate name.   In its complaint, Kelly Toys said sales of faked Squishmallows by merchants using Alibaba sites continued despite earlier lawsuits demanding they be stopped. The company had earlier filed the case to stop about 90 ecommerce companies from selling counterfeit versions of the toys. Alibaba was named as a defendant in March.   ""Kelly Toys alleges that, notwithstanding that awareness, infringing listings - including some by the Merchant Defendants - have continued to proliferate on the Alibaba platforms,"" Furman wrote. He said the court held that the claims were plausible, so the motion to dismiss them was denied.",2023-12-28,"U.S. toymaker Kelly Toys Holdings says Alibaba's online platforms were used to sell counterfeit Squishmallows. Judge Jesse Furman of the Southern District Court of New York refused Alibaba's request to dismiss the case. Kelly Toys is owned by Jazwares, a"
Boebert says she'll seek office in a different district in 2024,https://www.cbsnews.com/news/lauren-boebert-seek-office-different-congressional-district-colorado-2024/,"Rep. Lauren Boebert, the Republican congresswoman representing a huge swath of western and southern Colorado, announced Wednesday that in the 2024 election, she plans on changing districts. Boebert said in a Facebook video that she intends to seek office in Colorado's 4th Congressional District, which covers the Eastern Plains, currently represented by Republican U.S. Rep. Ken Buck. Buck said last month that he won't seek reelection in 2024, due to the Republican Party's support of former President Donald Trump and, what he called an embrace of conspiracy theories. He's represented the district since 2015. ""I wanted to let you, my constituents and supporters, hear directly from me about my plans for the 2024 election cycle and the importance of maintaining a conservative voice for Colorado in Congress as well as keeping our Republican House majority,"" Boebert wrote in the caption of that Facebook video. ""I cannot put into words how grateful I am for everyone who has steadfastly stood alongside me over the past year and beyond,"" she continued. ""I am going to do everything in my power to represent the 3rd District well for the remainder of this term as I work to earn the trust of grassroots conservative voters in the 4th District to represent them in 2025."" The full video can be seen here. Colorado's 3rd Congressional District, which Boebert currently represents, covers the northwest corner of the state south through Grand Junction to the southeast corner, east to Pueblo and the southern central portion of the state. That district has had both Democratic and Republican representatives over the past few decades. The 4th Congressional District includes most of the eastern half of the state, as well as Douglas County and Greeley. Aside from one-term Democratic Rep. Betsy Markey, who served from 2009 to 2011, the district hasn't seen a Democratic representative since 1973. Boebert won her 2022 bid for reelection against Democratic challenger Adam Frisch by just over 500 votes with over 300,000 ballots cast. The race was so close it triggered an automatic recount. Frisch said he's planning to run for that district again. Frisch, in a statement on Thursday, touted the work he and his campaign team have done in this election and criticized Boebert generally, but also on an incident where she was removed from the Denver Center for the Performing Arts during a performance of Beetlejuice. ""Boebert is running scared from CD-3 because she knows she can't match our campaign's ability to connect with voters and the hard work we have put in to provide them with a common sense voice in Congress, including driving over 45,000 miles and holding hundreds of public meetings in every corner of this great district. Even before the Beetlejuice debacle that embarrassed her constituents, our campaign was polling ahead of Boebert because voters saw that we were showing up in their communities and appreciated the hard work, authenticity, sincerity, and independence that this campaign embodies."" It's unclear how many people will run for that seat in total, but Republicans Russ Andrews, Jeff Hurd and Curtis McCrackin announced their intent to challenge Boebert in the primary for the 3rd Congressional District. Democrats Anna Stout and Adam Withrow, along with Frisch, as well as three third-party candidates said they'll be seeking that seat too. In 2022, Buck won reelection handily with over 60% of the vote. Boebert will face a crowded field in the primary election with six other Republican candidates having announced their intent to run. Whoever wins that bid will then face the winner of the Democratic primary; three people have announced their intent to seek the Democratic nomination. In a statement, Boebert said she'll continue her efforts fighting for conservatives in Colorado and the U.S. and against ""Democrat socialists and communists"" and ""Hollywood elites and national progressive groups."" Boebert was first elected to her seat in 2020, beating 10-year incumbent Scott Tipton, who Trump endorsed at the time. Boebert lives near the western end of the state in Garfield County, hundreds of miles from the 4th Congressional District. If elected to represent the 4th Congressional District, she said she would relocate to that district. Members of Congress are not required to live in the districts they represent, only in the same state. Colorado Democratic Party Chair Shad Murib called Boebert ""cowardly"" for ""abandoning"" her constituents, in a statement. ""Lauren Boebert can run, but she can't hide,"" Murib said, in part. ""The good people of Western and Southern Colorado didn't wait for an election to beat Lauren Boebert -- we scared her straight and chased her out of her own district. With this carpetbagging move, Lauren Boebert has shown herself to be everything she claims she isn't: a typical swampy politician looking for a reason to call Washington D.C. home. She's a loser in CD3, and she'll be a loser in CD4."" Trent Leisy, who's running for the seat Boebert is now seeking, criticized the move from a strategic standpoint. ""Lauren Boebert has officially given the Democrats a Congressional seat by switching districts to run in my race,"" he tweeted Wednesday. ""This move would give the Democrats control of the House. Lauren should be a fighter and keep her district red! In Congress, I would NEVER vote to expand FISA and am running in a district that I actually live in."" Austen Erblat is a digital producer and assignment editor at CBS News Colorado and is Covering Colorado First. Originally from South Florida, he's been in Denver since 2022. He plays drums and has a gray tabby cat named Sox. Meet the news team or contact us.",2023-12-28,"Republicans Russ Andrews, Jeff Hurd and Curtis McCrackin announced their intent to challenge Boebert in the primary for the 3rd Congressional District. Boebert said in a Facebook video that she intends to seek office in Colorado's 4th Congressional District, which covers the Eastern Plains."
Haley and Christie on collision course in New Hampshire's primary,https://www.cbsnews.com/news/new-hampshire-chris-christie-ad-nikki-haley-civil-war-comments/,"For two Republican presidential candidates facing a desperate moment in their attempts to overcome former President Donald Trump's frontrunner status in the GOP primary field, this week has already provided a stark contrast. Former South Carolina Gov. Nikki Haley sparked stinging pushback after she avoided talking about slavery on Wednesday in Berlin, New Hampshire, when a voter asked what she thought was the cause of the Civil War. The flub went viral and gained more attention.  Around that same time, a sparse ad from Chris Christie's campaign was publicly rolled out where the former New Jersey governor honed his verbal attacks on Trump. ""He caused a riot on Capitol Hill,"" Christie said in the direct to camera ad. ""He'll burn America to the ground to help himself. Every Republican leader says that in private. I'm the only one saying it in public. What kind of president do we want, a liar or someone who's got the guts to tell the truth? New Hampshire. It's up to you."" Haley and Christie are on a collision course in New Hampshire's Republican presidential primary as both candidates seek to benefit from the state's quirky electorate where undeclared voters, who make up a major portion of the state's voters, can decide to cast ballots in the GOP primary on Jan. 23. ""Telling the truth isn't hard ??particularly when you believe in what you are saying,"" a source close to Christie replied."" The simplicity of Christie's ad and message conveys that when you believe in what you are saying, telling the truth is easy."" New Hampshire is likely the best chance for any Trump challenger to dent his standing early on, and Haley has seen a clear momentum according to a recent CBS News poll that had her in second behind the former president. In a campaign whose main focus is litigating Trump's faults and failures, Christie has staked his primary ambitions on a strong showing in New Hampshire. He hasn't shied away from his past support for the former president, but has made emphatic warnings about what Trump being the GOP nominee could mean for the party moving forward.  That tactic has earned him support in the first-in-the-nation primary state. Haley has relied on a more delicate approach to taking on Trump, who appointed her as U.S. ambassador to the United Nations during his presidency. Even one of Haley's rivals from the right in the presidential primary, Vivek Ramaswamy, posted on social media that ""the shocking part isn't that Nikki failed to mention slavery."" ""It's that she failed to mention the 10th Amendment,"" Ramaswamy's post said. ""When you try to be everything to everyone, you're nothing to anyone."" Haley spent time on Thursday morning trying to clarify her answer. ""Of course the Civil War was about slavery. We know that, that's unquestioned. always the case, we know the Civil War was about slavery. But it was also more than that,"" Haley said during a campaign stop in New Hampshire. ""It was about the freedoms of every individual. It was about the role of government."" Anxiety within the part of the GOP ready to move on from Trump has also led to Christie facing calls to drop out in hopes of helping Haley. In 2016, Trump's GOP challengers failed to consolidate behind a single alternative candidate in time to deny him the nomination, and there is fear that the same fate could play out again. As Haley faced quick pushback this week, the challenge of consolidating more Trump critics behind her came into sharper focus. ""The calls for Christie to drop out really are predicated on the idea that there's a lane for Nikki Haley, and that Nikki Haley could win, not only in New Hampshire, but then could go on to win the primary,"" said Lucy Caldwell, who was the campaign manager for former congressman Joe Walsh's longshot 2020 GOP presidential primary challenge to Trump. Haley's comment in Berlin, Caldwell said, helps ""show that maybe there is a continued role for someone like Chris Christie to keep the flame alive for pro-democracy, non-lying, non-pandering to extremist, Republicans."" Nidia Cavazos, Jacob Rosen and Annie Bryson contributed to this report.",2023-12-28,Haley has seen a clear momentum according to a recent CBS News poll that had her in second behind the former president. New Hampshire is likely the best chance for any Trump challenger to dent his standing.
Colorado Republican Party appeals Trump ballot ban to U.S. Supreme Court,https://www.cbsnews.com/news/colorado-republican-party-appeal-u-s-supreme-court-trump-ballot-ban/,"The Colorado Republican Party on Wednesday appealed that state's Supreme Courtdecision that found former President Donald Trump is ineligible for the presidency, the potential first step to a showdown at the nation's highest court over the meaning of a 155-year-old constitutional provision that bans from office those who ""engaged in insurrection."" The first impact of the appeal is to extend the stay of the 4-3 ruling from Colorado's highest court, which put its decision on pause until Jan. 4, the day before the state's primary ballots are due at the printer, or until an appeal to the U.S. Supreme Court is finished. Trump himself has said he still plans to appeal the ruling to the nation's highest court as well. The U.S. Supreme Court has never ruled on Section 3 of the 14th Amendment, which was added after the Civil War to prevent former Confederates from returning to government. It says that anyone who swore an oath to ""support"" the constitution and then ""engaged in insurrection"" against it cannot hold government office. The Colorado high court ruled that applies to Trump in the wake of his role in the Jan. 6, 2021, attack on the U.S. Capitol, intended to stop the certification of President Biden's victory in the 2020 presidential election. It was the first time in history that the provision was used to block a presidential contender's campaign. ""The Colorado Supreme Court has removed the leading Republican candidate from the primary and general ballots, fundamentally changing the course of American democracy,"" the party's attorneys wrote Wednesday. They said, ""Unless the Colorado Supreme Court's decision is overturned, any voter will have the power to sue to disqualify any political candidate, in Colorado or in any other jurisdiction that follows its lead. This will not only distort the 2024 presidential election but will also mire courts henceforth in political controversies over nebulous accusations of insurrection."" The U.S. Supreme Court is expected to take the case, either after the Colorado GOP's appeal or Trump's own appeal. If Trump ends up off the ballot in Colorado, it would have minimal effect on his campaign because he doesn't need the state, which he lost by 13 percentage points in 2020, to win the Electoral College in the presidential election. But it could open the door to courts or election officials striking him from the ballot in other must-win states. Sean Grimsley, an attorney for the plaintiffs seeking to disqualify Trump in Colorado, said on a legal podcast last week that he hopes the nation's highest court hurries once it accepts the case, as he expects it will.  ""We obviously are going to ask for an extremely accelerated timeline because of all the reasons I've stated, we have a primary coming up on Super Tuesday and we need to know the answer,"" Grimsley said. More than a dozen states, including Colorado, are scheduled to hold primaries March 5 ??Super Tuesday. To date, no other court has sided with those who have filed dozens of lawsuits to disqualify Trump under Section 3, nor has any election official been willing to remove him from the ballot unilaterally without a court order. The Colorado case was considered the one with the greatest chance of success, however, because it was filed by a Washington D.C.-based liberal group with ample legal resources. All seven of the Colorado high court justices were appointed by Democrats. However, the unprecedented constitutional questions in the case haven't split on neatly partisan lines. Several prominent conservative legal theorists are among the most vocal advocates of disqualifying Trump under Section 3. They argue the plain meaning of the constitutional language bars him from running again, just as clearly as if he didn't meet the document's minimum age of 35 for the presidency. The half-dozen plaintiffs in the Colorado case are all Republican or unaffiliated voters. Trump has been scathing about the cases, calling them ""election interference."" He continued that on Wednesday as he cheered a ruling earlier that day by the Michigan Supreme Court leaving him on the ballot, at least for the primary, in that state. ""The Colorado people have embarrassed our nation with what they did,"" Trump said on Sean Hannity's radio show.",2023-12-28,"The U.S. Supreme Court is expected to take the case, either after the Colorado GOP's appeal or Trump's own appeal. The Colorado case was considered the one with the greatest chance of success. But it could open the door to courts or election officials striking him from the ballot"
"Wellness trends to watch for 2024: The Ozempic ""ripple effect"" and more",https://www.cbsnews.com/news/expert-predictions-health-wellness-trends-2024/,"The new year means new opportunities for wellness trends. After a year dominated by mental health discussions, COVID variants and weight-loss drugs hitting the market, we're looking toward 2024 and what health topics will capture consumers most. To get an idea of what we might see, we asked experts in different corners of the health and wellness space what they expect to make waves in the year ahead. Experts expect to see a resurgence in weight loss-focused trends in 2024 prompted by drugs like Ozempic becoming more mainstream. Celebrity endorsementshelped the new weight-loss drugs gain traction. Their popularity also appears to have spurred interest in supplements making weight-loss claims, likeberberine, touted online as ""nature's Ozempic"" ??even though the evidence doesn't really back it up. ""Ozempic will create even more ripple effects throughout food, beverage and dietary supplement markets in 2024,"" says Frank Jaksch, CEO at bioactive ingredient company Ayana Bio. ""I expect that we'll see an increase in products that contain berberine."" He also expects that ""snack-makers and fast-food chains will offer smaller portions and more nutritious, wholesome ingredients that match the preference changes with Ozempic and piggyback off of this latest wave of health-conscious consumers."" After a few years of chipping away atdiet cultureand leaning into movements like body positivity, attitudes may be shifting. A recentForbes Health/OnePoll surveyfound the top New Year's resolution for 2024 is back to physical health ??with the majority of respondents citing fitness as a top resolution ??after a few years of mental health occupying the top spot. While millions of Americans have been sporting smartwatches to track their exercise, sleep and other health metrics for a few years now, experts predict 2024 will bring a new level of wearable health tech. ""Wearable devices and smartwatches will continue to move beyond monitoring and add more screening features to warn us of health issues before they become bigger problems,"" predicts Christine Lemke, co-founder and CEO of health data company Evidation. ""The functionality of these devices will continue to transition from passive to proactive."" Artificial intelligence, which is already being incorporated into some health settings, will also become a bigger player next year. ""Your 'second opinion' may come from a computer instead of a physician, as our ability to analyze vast datasets and harness AI advances,"" Lemke adds. Misinformation will no doubt persist in 2024, but experts say consumers will look more consciously toward wellness strategies backed by clinical studies and research. ""Consumers will expect science-based, performance-proven products and services,"" according to Mindbody and ClassPass's annual prediction report. In 2024, the report says, ""consumers will become increasingly savvy about what they put on their bodies and who they listen to for advice, prioritizing research and expertise."" Forecasters believe the same goes for wellness-focused social media. ""The increasing awareness of social media's negative effects on the mental health of young people is likely to lead to a more discerning approach to consuming mental health content online,"" says Nicholette Leanza, a licensed professional clinical counselor with mental health care company LifeStance Health. ""As a result, young people will likely shift their reliance on online content from non-credentialed influencers to licensed professionals for accurate diagnoses and effective counseling."" Whether it's in-person therapy sessions or participating in group sports, experts are seeing an increased desire for connection in the new year following years of pandemic-induced isolation that has taken a toll on our mental health. ""Social activities are appreciated on a greater level than before,"" says Bob Wright, director of lifestyle education at Hilton Head Health. ""Isolating increases baseline stress, and therefore baseline inflammation. It can also increase risk for anxiety, depression and other mental health related challenges. Many people got a dose of these isolating symptoms over recent years and are craving more opportunities for healthy socializing."" The huge popularity of pickleball is the perfect example of the desire for more social fitness, says Teddy Savage, national lead trainer at Planet Fitness. ""(It) brings people together in social settings that allow them to have fun while getting a full body workout,"" he says. ""It's the connection between exercise and functional movement and the desire to connect socially in community settings that make this one so magnetic."" Leanza has also seen an increasing demand for in-person therapy sessions, especially among Gen Z patients. ""This shift reflects a desire for more authentic and engaging therapeutic experiences, leveraging the benefits of face-to-face interactions ??I expect to see a continued uptick in this in 2024,"" she says.  Health trends with staying power ??like a focus on plant-based eating, sleep health and gut health ??point to a continued desire to live better for longer, which experts say will remain a priority in 2024. ""Some of the next trends we see will fall under the umbrellas of longevity and self-care,"" says David Chesworth, program director and exercise physiologist at Hilton Head Health. ""In general, the concept of longevity has been, and continues to be an overarching hot topic. In fact, many of the (previously mentioned) trends that have emerged over the past few years have been elevated by this."" In addition to nutrition and sleep, some people are turning to exercise to help them live longer. As Mindbody and ClassPass's report points out, ""nearly 30% of consumers say they exercise to live long and healthy lives and over one third of consumers strength train for longevity specifically."" Another necessary element of self-care and longevity? Rest and recovery, which Savage has also seen an increased focus on. ""This one really exploded with things like the cold plunge,"" he says. ""People are seeking out cutting edge ways to treat their body after working out or just diving deeper into the internal benefits of cold therapy and restorative techniques."" Temperature therapy is also a growing trend, according to Mindbody and ClassPass's report, which notes that the rise of combination treatments ??those that utilize both hot and cold ??is likely next in the pipeline.  Rest and recovery are even making their way into the travel industry with ""wellness tourism,"" the idea of travel focused on health and well-being. ""We see more people seeking out trips focused on things like yoga, breathing techniques, skill development, recreation, self-care, aging gracefully and incorporating joyful and stress-free activities,"" Chesworth says. Sara Moniuszko is a health and lifestyle reporter at CBSNews.com. Previously, she wrote for USA Today, where she was selected to help launch the newspaper's wellness vertical. She now covers breaking and trending news for CBS News' HealthWatch.",2023-12-28,Experts predict 2024 will bring a new level of wearable health tech. Artificial intelligence will also become a bigger player next year. Rest and recovery are even making their way into the travel industry.
Kratom faces scrutiny over danger to consumers,https://www.cbsnews.com/news/kratom-health-benefits-risks-death/,"Nearly 2 million Americans in 2021 used the herbal supplement Kratom to treat pain, anxiety and opioid withdrawal, according to the Food and Drug Administration. But the substance is also blamed for addiction, seizures and deaths ??like that of Dustin Hernandez. Hernandez's death was caught on security video, which showed him collapsing and having a seizure before he died. Toxicology testing by the medical examiner blamed the ""toxic effects of mitragynine,"" which is typically marketed as kratom. Hernandez's sister, Dusti Young, said her brother took kratom for his anxiety. ""He was in denial about it being addictive,"" she told CBS News. Kratom is commonly marketed as a wellness wonder, and is widely sold online and in gas stations. But the FDA says the substance is addictive and warns not to use kratom because of the ""risk of serious adverse effects."" The agency has been trying to bar kratom from being imported since 2014. ""Every bag of kratom on the shelf got here by people who are fraudulently saying it's something else,"" Talis Abolins, an attorney who represents Hernandez's family, said. ""What makes it even worse is that they're selling it like it's coffee or tea,"" Abolins added. The American Kratom Association admits there are many illegitimate kratom products. The group's spokesman, Mac Haddow, told CBS News that out of about 8,000 players in the kratom industry, only around ""three dozen"" are legitimate. Haddow blames the FDA. ""They simply say, 'We're not gonna regulate. We wanna ban it,'"" he said. ""They should be regulating and protecting consumers."" The American Kratom Association is pushing for the Kratom Consumer Protection Act, which it calls a best practices standard. Local versions of the act have already been passed in 11 states. But critics say the issue is kratom itself. ""This kratom product is associated with seizures, coma and death. And if that had been on the bag, a lot of lives would be saved,"" Abolins said. Mark Strassmann has been a CBS News correspondent since January 2001 and is based in the Atlanta bureau.",2023-12-28,"The FDA has been trying to bar kratom from being imported since 2014. Nearly 2 million Americans in 2021 used the herbal supplement, the FDA says. But the substance is also blamed for addiction, seizures and deaths."
Kratom faces scrutiny over health risks,https://www.cbsnews.com/video/kratom-faces-scrutiny-over-health-risks/,,2023-12-28,
Israel warns about Lebanon border hostilities as war in Gaza rages on,https://www.cbsnews.com/news/israel-lebanon-border-hostilities-hezbollah-gaza-war/,"Israeli government minister Benny Gantz, one of three men who make up the country's emergency war cabinet, is threatening to intensify Israeli military action at the Israel-Lebanon border, where Hezbollah militants have been firing at northern Israel. ""I want to say to the world: The situation on the northern border requires a change,"" Gantz said at a press conference late Wednesday, adding that residents of border communities who have been evacuated due to the fighting there need to be returned to their homes. ""The hourglass for a political settlement is running out. If the world and Lebanon's government will not work to stop the shooting at Israel and to distance Hezbollah from the border, the IDF (Israel Defense Forces) will do so,"" Gantz said. IDF spokesperson Daniel Hagari said Israeli forces had ""high readiness"" for an expansion of fighting in the north but that ""the first task is to return the residents home with a sense of security, and this will take time."" Israel's foreign minister, Eli Cohen, toured Israel's northern border on Wednesday and said Hezbollah must respect the 2006 cease-fire that calls on the group to withdraw from the border area or Hezbollah's leader Hassan Nasrallah ""must understand that he's next,"" The Associated Press reports. ""We will operate to make the most of the diplomatic option,"" Cohen said. ""If it doesn't work, all options are on the table."" The Iran-backed militant group Hezbollah has been firing rockets and artillery and sending drones over the Lebanese border with Israel in support of Hamas on a regular basis since the war began on October 7. Israel has also been firing into Lebanon, killing over 150 people there, mainly Hezbollah militants, according to the AFP news agency. At least 20 deaths have been civilians, and three of them have been journalists, AFP reports. On the Israeli side of the Lebanon border, at least nine soldiers and four civilians have been killed in hostilities, according to AFP. Meanwhile, Israeli forces bombed locations across Gaza overnight, killing dozens of people. Over 21,000 people have been killed so far in the hostilities there, according to the Hamas-run authority there, and 85% of the population has been displaced. Palestinians fleeing the expanded Israeli operations in central Gaza have filled up shelters near the border with Egypt, and the United Nations humanitarian office says the intense fighting in the enclave is impeding its ability to deliver aid. The U.N. says the World Food Program managed to reach about a half million people with food parcels between December 23 and 26, but UNRWA, the agency that operates within the Gaza Strip, said Thursday that 40% of the people there are now at risk of famine. Haley Ott is cbsnews.com's foreign reporter, based in the CBS News London bureau. Haley joined the cbsnews.com team in 2018, prior to which she worked for outlets including Al Jazeera, Monocle, and Vice News.",2023-12-28,"Israel's foreign minister says Hezbollah must respect the 2006 cease-fire. Israel has also been firing into Lebanon, killing over 150 people there. Palestinians fleeing the expanded Israeli operations in central Gaza have filled up shelters."
U.S. officials meet with Mexican president amid record migrant crossings,https://www.cbsnews.com/news/blinken-mayorkas-mexico-migrant-crisis/,"President Biden dispatched top officials to Mexico City this week for a meeting with President Andr茅s Manuel L贸pez Obrador that the White House described as ""productive."" It came as migrants are crossing the U.S. border in record numbers and Congress has been unable to reach a consensus on funding border security. The White House National Security Council said in a statement Thursday that ""L贸pez Obrador has taken significant new enforcement actions yet we have a lot more work to do together,"" and that top White House officials will meet again with Mexican leaders in Washington in January. Secretary of State Antony Blinken, Homeland Security Secretary Alejandro Mayorkas and Mr. Biden's homeland security adviser Liz Sherwood-Randall traveled to Mexico on Wednesday to meet with L贸pez Obrador. Senior Biden administration officials said late Wednesday that the meeting lasted over two hours. One senior administration official said that Mexico ""came prepared to share a plan with us on how they were taking the work that they are already doing"" to help stem the flow of migrants into the border. ""We have seen in recent days a pretty significant reduction in in border crossings,"" one of the officiasl said. ""So again, this is not something that the U.S. and Mexico will be able to address on or off on their own. So I would say the majority of our conversation actually focused on work that we're doing together in the region."" The senior administration officials said Mexico agreed on the need to crack down on smuggling. They also said Blinken and L贸pez Obrador discussed ""legal pathways"" for migrants, which one official described as one of the ""strong intersecting interests between President Biden and President L贸pez Obrador."" The meeting came as mayors of New York, Chicago and Denver said Wednesday that they have no more capacity for migrant arrivals, as Texas Gov. Greg Abbott has continued to send migrants to those cities. Chicago Mayor Brandon Johnson said Wednesday that all three cities ""have reached a point where we are either close to capacity, or nearly out of room."" ""Without significant intervention from the federal government, this mission will not be sustained,"" Johnson said.  In response to the mayors, White House spokesperson Angelo Fern谩ndez Hern谩ndez said in a statement that federal immigration clinics have provided assistance to roughly 10,000 migrants in applying for work permits. He he noted that Temporary Protected Status and work permit applications are being decided in 30 days on average. The White House said last week that Mr. Biden spoke to L贸pez Obradorabout ""ongoing efforts to manage migratory flows in the Western Hemisphere."" The two leaders ""agreed that additional enforcement actions are urgently needed so that key ports of entry can be reopened across our shared border,"" the White House said. The visit comes after Border Patrol processed nearly 50,000 migrants who entered the U.S. illegally in just five days last week. In November, Border Patrol agents apprehended more than 191,000 migrants who crossed the U.S.-Mexico border unlawfully. This month, as many as 10,000 migrants were apprehended daily at the southern border. Mexico's president said last week he's willing to help address the issue, but he wants the U.S. to provide more aid to the region and ease sanctions Cuba and Venezuela. ""We have always talked about addressing the causes [of migration]. The ideal thing is to help poor countries,"" L贸pez Obrador said, according to the Associated Press. In the U.S., Congress has debated border policy changes for weeks as part of a larger package including assistance to Ukraine and Israel. To convince Republicans ??who want harsher border security measures ??to support more foreign aid, Democrats are considering drastic limits on asylum and increased deportations. Camilo Montoya Galvez contributed to this report. Caitlin Yilek is a politics reporter at cbsnews.com and is based in Washington, D.C. She previously worked for the Washington Examiner and The Hill, and was a member of the 2022 Paul Miller Washington Reporting Fellowship with the National Press Foundation.",2023-12-28,"The White House National Security Council says ""a lot more work to do together"" Mexico's president said last week he's willing to help address the issue, but he wants more aid to the region."
"Inside the ""Mission: Impossible"" stunts",https://www.cbsnews.com/video/director-christopher-mcquarrie-on-stunts-in-latest-mission-impossible-film/,,2023-12-28,
From the archives: The Smothers Brothers,https://www.cbsnews.com/video/from-the-archives-the-smothers-brothers/,,2023-12-28,
